Source,Target,Type,Weight
7887at7147,75990at7147,Undirected,17
7887at7147,60890at7147,Undirected,1
7887at7147,2948at7147,Undirected,1
27975at7147,35147at7147,Undirected,86
27975at7147,11083at7147,Undirected,11
27975at7147,7736at7147,Undirected,77
27975at7147,25385at7147,Undirected,1
27975at7147,1142at7147,Undirected,1
27975at7147,7309at7147,Undirected,11
27975at7147,53947at7147,Undirected,4
27975at7147,45354at7147,Undirected,1
27975at7147,55362at7147,Undirected,2
7061at7147,47274at7147,Undirected,28
7061at7147,17462at7147,Undirected,96
7061at7147,19505at7147,Undirected,5
7061at7147,76356at7147,Undirected,67
19505at7147,46985at7147,Undirected,6
19505at7147,57525at7147,Undirected,40
19505at7147,6852at7147,Undirected,1
19505at7147,41775at7147,Undirected,11
19505at7147,5868at7147,Undirected,40
19505at7147,55696at7147,Undirected,1
19505at7147,6539at7147,Undirected,34
19505at7147,7061at7147,Undirected,3
19505at7147,68960at7147,Undirected,53
19505at7147,4035at7147,Undirected,1
26792at7147,37092at7147,Undirected,1
26792at7147,29212at7147,Undirected,63
26792at7147,29339at7147,Undirected,12
26792at7147,7181at7147,Undirected,1
26792at7147,20077at7147,Undirected,48
26792at7147,17803at7147,Undirected,1
26792at7147,1388at7147,Undirected,4
26792at7147,19518at7147,Undirected,1
26792at7147,4408at7147,Undirected,35
26792at7147,73585at7147,Undirected,13
26792at7147,377at7147,Undirected,1
3208at7147,35217at7147,Undirected,34
3208at7147,20708at7147,Undirected,50
3208at7147,32682at7147,Undirected,1
3208at7147,13606at7147,Undirected,18
3208at7147,48529at7147,Undirected,1
3208at7147,68993at7147,Undirected,2
3208at7147,4953at7147,Undirected,2
3208at7147,21880at7147,Undirected,1
3208at7147,10726at7147,Undirected,1
3208at7147,31785at7147,Undirected,1
3208at7147,48748at7147,Undirected,2
3208at7147,59338at7147,Undirected,12
3208at7147,7120at7147,Undirected,1
3208at7147,60518at7147,Undirected,1
3208at7147,62507at7147,Undirected,48
3208at7147,44009at7147,Undirected,3
3208at7147,9017at7147,Undirected,2
3208at7147,27014at7147,Undirected,1
3208at7147,46254at7147,Undirected,1
28571at7147,53716at7147,Undirected,1
28571at7147,17607at7147,Undirected,73
28571at7147,17712at7147,Undirected,1
28571at7147,26582at7147,Undirected,98
28571at7147,49377at7147,Undirected,19
28571at7147,34330at7147,Undirected,6
178at7147,24200at7147,Undirected,3
178at7147,9848at7147,Undirected,39
178at7147,69363at7147,Undirected,7
178at7147,39206at7147,Undirected,2
178at7147,23039at7147,Undirected,45
178at7147,20993at7147,Undirected,1
178at7147,12426at7147,Undirected,2
178at7147,56054at7147,Undirected,18
178at7147,58254at7147,Undirected,1
178at7147,42884at7147,Undirected,1
178at7147,26072at7147,Undirected,2
178at7147,49015at7147,Undirected,36
178at7147,13150at7147,Undirected,6
178at7147,65971at7147,Undirected,1
178at7147,1152at7147,Undirected,22
178at7147,1846at7147,Undirected,4
57299at7147,14506at7147,Undirected,53
57299at7147,35757at7147,Undirected,1
57299at7147,32573at7147,Undirected,3
57299at7147,29440at7147,Undirected,3
57299at7147,38158at7147,Undirected,1
57299at7147,26337at7147,Undirected,25
57299at7147,38879at7147,Undirected,1
57299at7147,39777at7147,Undirected,46
57299at7147,46181at7147,Undirected,1
57299at7147,18773at7147,Undirected,1
57299at7147,2233at7147,Undirected,5
57299at7147,30786at7147,Undirected,1
57299at7147,2661at7147,Undirected,34
57299at7147,59531at7147,Undirected,1
38944at7147,25792at7147,Undirected,80
38944at7147,21406at7147,Undirected,20
38944at7147,26149at7147,Undirected,1
38944at7147,45179at7147,Undirected,1
38944at7147,30128at7147,Undirected,13
38944at7147,56304at7147,Undirected,1
38944at7147,40089at7147,Undirected,2
38944at7147,37837at7147,Undirected,38
38944at7147,59387at7147,Undirected,8
38944at7147,15691at7147,Undirected,1
38944at7147,2661at7147,Undirected,1
38944at7147,27388at7147,Undirected,18
38944at7147,44812at7147,Undirected,4
31967at7147,69496at7147,Undirected,1
31967at7147,32511at7147,Undirected,1
31967at7147,17815at7147,Undirected,1
31967at7147,54498at7147,Undirected,1
31967at7147,38358at7147,Undirected,5
31967at7147,17922at7147,Undirected,12
31967at7147,43616at7147,Undirected,11
31967at7147,37112at7147,Undirected,2
31967at7147,59419at7147,Undirected,1
31967at7147,2383at7147,Undirected,9
31967at7147,66809at7147,Undirected,75
31967at7147,69363at7147,Undirected,2
31967at7147,17011at7147,Undirected,73
36194at7147,10234at7147,Undirected,1
36194at7147,59243at7147,Undirected,97
36194at7147,9709at7147,Undirected,84
36194at7147,10441at7147,Undirected,12
20777at7147,11384at7147,Undirected,12
20777at7147,28192at7147,Undirected,19
20777at7147,31731at7147,Undirected,1
20777at7147,11394at7147,Undirected,2
20777at7147,56061at7147,Undirected,3
20777at7147,9336at7147,Undirected,42
20777at7147,56188at7147,Undirected,5
20777at7147,20808at7147,Undirected,83
20777at7147,36088at7147,Undirected,8
20777at7147,1858at7147,Undirected,17
45517at7147,38196at7147,Undirected,9
45517at7147,14180at7147,Undirected,66
45517at7147,72149at7147,Undirected,12
45517at7147,1967at7147,Undirected,1
45517at7147,60890at7147,Undirected,5
45517at7147,304at7147,Undirected,3
45517at7147,55057at7147,Undirected,33
45517at7147,65583at7147,Undirected,1
45517at7147,44043at7147,Undirected,1
45517at7147,37548at7147,Undirected,1
45517at7147,22343at7147,Undirected,1
45517at7147,2257at7147,Undirected,1
45517at7147,59859at7147,Undirected,1
45517at7147,47853at7147,Undirected,5
45517at7147,12434at7147,Undirected,39
45517at7147,60572at7147,Undirected,16
45517at7147,56844at7147,Undirected,5
37112at7147,53583at7147,Undirected,3
37112at7147,41591at7147,Undirected,12
37112at7147,12067at7147,Undirected,2
37112at7147,51965at7147,Undirected,4
37112at7147,64773at7147,Undirected,1
37112at7147,31967at7147,Undirected,2
37112at7147,18797at7147,Undirected,4
37112at7147,27701at7147,Undirected,2
37112at7147,61185at7147,Undirected,14
37112at7147,46798at7147,Undirected,1
37112at7147,60077at7147,Undirected,71
37112at7147,72060at7147,Undirected,40
37112at7147,66809at7147,Undirected,34
44823at7147,18875at7147,Undirected,1
44823at7147,31739at7147,Undirected,4
44823at7147,57980at7147,Undirected,5
44823at7147,51516at7147,Undirected,1
44823at7147,17957at7147,Undirected,38
44823at7147,39435at7147,Undirected,9
44823at7147,51965at7147,Undirected,1
44823at7147,46041at7147,Undirected,1
44823at7147,3786at7147,Undirected,3
44823at7147,22440at7147,Undirected,12
44823at7147,58551at7147,Undirected,92
44823at7147,38010at7147,Undirected,14
44823at7147,6383at7147,Undirected,1
44823at7147,27761at7147,Undirected,2
44823at7147,19859at7147,Undirected,12
11914at7147,22422at7147,Undirected,1
11914at7147,15355at7147,Undirected,4
11914at7147,24119at7147,Undirected,92
11914at7147,12831at7147,Undirected,4
11914at7147,3601at7147,Undirected,1
11914at7147,63687at7147,Undirected,1
11914at7147,43432at7147,Undirected,4
11914at7147,64344at7147,Undirected,4
11914at7147,59777at7147,Undirected,8
11914at7147,42486at7147,Undirected,1
11914at7147,72245at7147,Undirected,14
11914at7147,56852at7147,Undirected,3
11914at7147,68918at7147,Undirected,57
51433at7147,47683at7147,Undirected,1
51433at7147,1142at7147,Undirected,1
51433at7147,40274at7147,Undirected,88
51433at7147,57448at7147,Undirected,1
51433at7147,4218at7147,Undirected,4
51433at7147,56893at7147,Undirected,2
51433at7147,56727at7147,Undirected,6
51433at7147,8106at7147,Undirected,24
51433at7147,27288at7147,Undirected,8
51433at7147,12961at7147,Undirected,2
51433at7147,328at7147,Undirected,8
51433at7147,3422at7147,Undirected,1
51433at7147,19765at7147,Undirected,1
51433at7147,38589at7147,Undirected,2
51433at7147,24954at7147,Undirected,39
51433at7147,54335at7147,Undirected,8
60396at7147,16426at7147,Undirected,1
60396at7147,51469at7147,Undirected,7
60396at7147,17392at7147,Undirected,1
60396at7147,55278at7147,Undirected,2
60396at7147,4953at7147,Undirected,2
60396at7147,38865at7147,Undirected,7
60396at7147,52885at7147,Undirected,70
60396at7147,23902at7147,Undirected,1
60396at7147,36877at7147,Undirected,8
60396at7147,35836at7147,Undirected,19
60396at7147,10900at7147,Undirected,1
60396at7147,45755at7147,Undirected,9
60396at7147,16223at7147,Undirected,1
60396at7147,29073at7147,Undirected,8
60396at7147,7917at7147,Undirected,2
60396at7147,53313at7147,Undirected,40
60396at7147,55164at7147,Undirected,5
72149at7147,16831at7147,Undirected,30
72149at7147,55301at7147,Undirected,3
72149at7147,11311at7147,Undirected,1
72149at7147,1142at7147,Undirected,28
72149at7147,38196at7147,Undirected,7
72149at7147,49153at7147,Undirected,1
72149at7147,8001at7147,Undirected,2
72149at7147,45517at7147,Undirected,12
72149at7147,24954at7147,Undirected,1
72149at7147,45541at7147,Undirected,1
72149at7147,55254at7147,Undirected,1
72149at7147,15913at7147,Undirected,1
72149at7147,64137at7147,Undirected,1
72149at7147,9747at7147,Undirected,1
72149at7147,7754at7147,Undirected,12
72149at7147,19706at7147,Undirected,2
72149at7147,40820at7147,Undirected,68
62155at7147,42944at7147,Undirected,1
62155at7147,7181at7147,Undirected,2
62155at7147,33223at7147,Undirected,1
62155at7147,50978at7147,Undirected,1
62155at7147,5732at7147,Undirected,38
62155at7147,51197at7147,Undirected,2
62155at7147,46219at7147,Undirected,2
62155at7147,13402at7147,Undirected,1
62155at7147,62219at7147,Undirected,6
62155at7147,68467at7147,Undirected,1
62155at7147,6238at7147,Undirected,1
62155at7147,1082at7147,Undirected,1
62155at7147,5281at7147,Undirected,1
62155at7147,23614at7147,Undirected,1
62155at7147,66900at7147,Undirected,3
62155at7147,30930at7147,Undirected,1
62155at7147,59822at7147,Undirected,1
62155at7147,18494at7147,Undirected,1
62155at7147,5446at7147,Undirected,7
62155at7147,2104at7147,Undirected,46
62155at7147,6524at7147,Undirected,2
62155at7147,13637at7147,Undirected,9
62155at7147,23744at7147,Undirected,1
62155at7147,4270at7147,Undirected,1
62155at7147,50127at7147,Undirected,44
62155at7147,60099at7147,Undirected,1
62155at7147,3861at7147,Undirected,1
62155at7147,51851at7147,Undirected,2
62155at7147,7394at7147,Undirected,9
58775at7147,51456at7147,Undirected,1
58775at7147,20030at7147,Undirected,1
58775at7147,8399at7147,Undirected,1
58775at7147,67815at7147,Undirected,97
58775at7147,72435at7147,Undirected,4
58775at7147,4568at7147,Undirected,1
58775at7147,14844at7147,Undirected,94
58775at7147,51631at7147,Undirected,1
44340at7147,8543at7147,Undirected,101
44340at7147,62664at7147,Undirected,101
49999at7147,55361at7147,Undirected,1
49999at7147,35619at7147,Undirected,1
49999at7147,60267at7147,Undirected,2
49999at7147,71691at7147,Undirected,1
49999at7147,68467at7147,Undirected,1
49999at7147,36447at7147,Undirected,5
49999at7147,50131at7147,Undirected,2
49999at7147,74572at7147,Undirected,2
49999at7147,21695at7147,Undirected,74
49999at7147,3585at7147,Undirected,2
49999at7147,48305at7147,Undirected,86
49999at7147,57943at7147,Undirected,1
49999at7147,16972at7147,Undirected,1
49999at7147,42799at7147,Undirected,1
49999at7147,4953at7147,Undirected,12
51405at7147,3067at7147,Undirected,1
51405at7147,26337at7147,Undirected,48
51405at7147,20175at7147,Undirected,87
51405at7147,17803at7147,Undirected,4
51405at7147,50361at7147,Undirected,2
51405at7147,58055at7147,Undirected,3
51405at7147,15868at7147,Undirected,2
51405at7147,24450at7147,Undirected,1
51405at7147,66305at7147,Undirected,4
51405at7147,14506at7147,Undirected,33
51405at7147,52036at7147,Undirected,1
3915at7147,12498at7147,Undirected,99
3915at7147,45813at7147,Undirected,1
3915at7147,61027at7147,Undirected,100
22337at7147,8454at7147,Undirected,2
22337at7147,328at7147,Undirected,4
22337at7147,66044at7147,Undirected,4
22337at7147,58965at7147,Undirected,3
22337at7147,12361at7147,Undirected,2
22337at7147,61379at7147,Undirected,85
22337at7147,19459at7147,Undirected,100
6739at7147,5032at7147,Undirected,1
6739at7147,55317at7147,Undirected,5
6739at7147,56071at7147,Undirected,86
6739at7147,32314at7147,Undirected,1
6739at7147,869at7147,Undirected,93
71677at7147,9277at7147,Undirected,13
71677at7147,9534at7147,Undirected,3
71677at7147,3560at7147,Undirected,12
71677at7147,54167at7147,Undirected,71
71677at7147,70504at7147,Undirected,1
71677at7147,64145at7147,Undirected,80
71677at7147,55382at7147,Undirected,1
71677at7147,38422at7147,Undirected,13
71677at7147,57746at7147,Undirected,1
71677at7147,9717at7147,Undirected,3
32079at7147,5986at7147,Undirected,16
32079at7147,28361at7147,Undirected,3
32079at7147,26948at7147,Undirected,3
32079at7147,6258at7147,Undirected,2
32079at7147,51441at7147,Undirected,19
32079at7147,57860at7147,Undirected,14
32079at7147,2948at7147,Undirected,15
32079at7147,64495at7147,Undirected,2
32079at7147,31466at7147,Undirected,2
32079at7147,10481at7147,Undirected,92
32079at7147,19859at7147,Undirected,6
32079at7147,17064at7147,Undirected,20
7480at7147,35734at7147,Undirected,4
7480at7147,65829at7147,Undirected,6
7480at7147,12250at7147,Undirected,58
7480at7147,51633at7147,Undirected,3
7480at7147,34667at7147,Undirected,9
7480at7147,59000at7147,Undirected,87
7480at7147,41419at7147,Undirected,8
7480at7147,15235at7147,Undirected,19
60436at7147,38956at7147,Undirected,3
60436at7147,13221at7147,Undirected,3
60436at7147,10241at7147,Undirected,1
60436at7147,5354at7147,Undirected,55
60436at7147,1898at7147,Undirected,2
60436at7147,76216at7147,Undirected,3
60436at7147,10970at7147,Undirected,34
60436at7147,64824at7147,Undirected,1
60436at7147,72807at7147,Undirected,1
60436at7147,17094at7147,Undirected,19
60436at7147,7384at7147,Undirected,1
60436at7147,42536at7147,Undirected,1
60436at7147,15557at7147,Undirected,3
60436at7147,6383at7147,Undirected,1
60436at7147,18892at7147,Undirected,9
60436at7147,27548at7147,Undirected,1
60436at7147,4344at7147,Undirected,1
60436at7147,32996at7147,Undirected,8
60436at7147,25933at7147,Undirected,3
60436at7147,32249at7147,Undirected,1
60436at7147,24263at7147,Undirected,1
60436at7147,3786at7147,Undirected,37
60436at7147,40483at7147,Undirected,1
6036at7147,8106at7147,Undirected,6
6036at7147,23968at7147,Undirected,3
6036at7147,39313at7147,Undirected,3
6036at7147,24462at7147,Undirected,2
6036at7147,35471at7147,Undirected,2
6036at7147,21179at7147,Undirected,1
6036at7147,36511at7147,Undirected,27
6036at7147,34897at7147,Undirected,12
6036at7147,7270at7147,Undirected,1
6036at7147,37488at7147,Undirected,37
6036at7147,10893at7147,Undirected,4
6036at7147,17064at7147,Undirected,13
6036at7147,51847at7147,Undirected,3
6036at7147,65345at7147,Undirected,1
6036at7147,32249at7147,Undirected,1
6036at7147,75882at7147,Undirected,37
6036at7147,57194at7147,Undirected,2
6036at7147,1539at7147,Undirected,1
6036at7147,25649at7147,Undirected,1
6036at7147,43115at7147,Undirected,1
6036at7147,44411at7147,Undirected,17
6036at7147,4568at7147,Undirected,9
6036at7147,10036at7147,Undirected,6
51197at7147,28604at7147,Undirected,90
51197at7147,62155at7147,Undirected,2
51197at7147,11909at7147,Undirected,3
51197at7147,2109at7147,Undirected,3
51197at7147,71549at7147,Undirected,98
23039at7147,69399at7147,Undirected,6
23039at7147,45874at7147,Undirected,42
23039at7147,17011at7147,Undirected,1
23039at7147,4293at7147,Undirected,2
23039at7147,48280at7147,Undirected,1
23039at7147,46331at7147,Undirected,22
23039at7147,18318at7147,Undirected,1
23039at7147,2027at7147,Undirected,1
23039at7147,178at7147,Undirected,45
23039at7147,37011at7147,Undirected,1
23039at7147,42884at7147,Undirected,50
23039at7147,48178at7147,Undirected,19
23039at7147,25290at7147,Undirected,1
29239at7147,7071at7147,Undirected,2
29239at7147,12017at7147,Undirected,7
29239at7147,4244at7147,Undirected,97
29239at7147,27373at7147,Undirected,1
29239at7147,9178at7147,Undirected,2
29239at7147,26468at7147,Undirected,7
29239at7147,62714at7147,Undirected,84
3868at7147,20167at7147,Undirected,29
3868at7147,5354at7147,Undirected,1
3868at7147,46041at7147,Undirected,6
3868at7147,65247at7147,Undirected,1
3868at7147,10350at7147,Undirected,1
3868at7147,63528at7147,Undirected,1
3868at7147,8662at7147,Undirected,1
3868at7147,22867at7147,Undirected,1
3868at7147,13982at7147,Undirected,3
3868at7147,5188at7147,Undirected,2
3868at7147,11599at7147,Undirected,23
3868at7147,57893at7147,Undirected,3
3868at7147,31466at7147,Undirected,2
3868at7147,27820at7147,Undirected,1
3868at7147,13201at7147,Undirected,1
3868at7147,3183at7147,Undirected,2
3868at7147,23195at7147,Undirected,82
3868at7147,65789at7147,Undirected,3
3868at7147,9337at7147,Undirected,12
3868at7147,3422at7147,Undirected,1
3868at7147,22554at7147,Undirected,2
23970at7147,16484at7147,Undirected,6
23970at7147,26000at7147,Undirected,46
23970at7147,57702at7147,Undirected,28
23970at7147,8713at7147,Undirected,6
23970at7147,47202at7147,Undirected,1
23970at7147,22422at7147,Undirected,12
23970at7147,15942at7147,Undirected,100
23970at7147,34735at7147,Undirected,1
52727at7147,35629at7147,Undirected,1
52727at7147,1099at7147,Undirected,60
52727at7147,75615at7147,Undirected,91
52727at7147,42799at7147,Undirected,2
52727at7147,40537at7147,Undirected,4
52727at7147,31484at7147,Undirected,1
52727at7147,3644at7147,Undirected,1
52727at7147,16706at7147,Undirected,32
41508at7147,35872at7147,Undirected,1
41508at7147,68367at7147,Undirected,81
41508at7147,72228at7147,Undirected,6
41508at7147,18970at7147,Undirected,3
41508at7147,2302at7147,Undirected,1
41508at7147,4461at7147,Undirected,63
41508at7147,21208at7147,Undirected,3
41508at7147,13936at7147,Undirected,4
61145at7147,25168at7147,Undirected,85
61145at7147,9987at7147,Undirected,1
61145at7147,32996at7147,Undirected,1
61145at7147,18875at7147,Undirected,5
61145at7147,23557at7147,Undirected,55
61145at7147,13678at7147,Undirected,38
61145at7147,49375at7147,Undirected,1
32946at7147,50309at7147,Undirected,40
32946at7147,54527at7147,Undirected,1
32946at7147,60059at7147,Undirected,3
32946at7147,61981at7147,Undirected,81
32946at7147,28492at7147,Undirected,3
32946at7147,1553at7147,Undirected,3
32946at7147,11757at7147,Undirected,5
32946at7147,10797at7147,Undirected,5
32946at7147,65176at7147,Undirected,2
32946at7147,19240at7147,Undirected,46
32946at7147,21168at7147,Undirected,1
37195at7147,56071at7147,Undirected,25
37195at7147,8454at7147,Undirected,1
37195at7147,9067at7147,Undirected,77
37195at7147,19666at7147,Undirected,5
37195at7147,51823at7147,Undirected,1
37195at7147,59777at7147,Undirected,1
37195at7147,72200at7147,Undirected,12
37195at7147,73718at7147,Undirected,1
37195at7147,37078at7147,Undirected,2
37195at7147,64910at7147,Undirected,2
37195at7147,30695at7147,Undirected,1
37195at7147,15838at7147,Undirected,9
37195at7147,66344at7147,Undirected,34
37195at7147,2987at7147,Undirected,13
977at7147,161at7147,Undirected,1
977at7147,59349at7147,Undirected,2
977at7147,1017at7147,Undirected,3
977at7147,6450at7147,Undirected,1
977at7147,19298at7147,Undirected,3
977at7147,29083at7147,Undirected,90
977at7147,41363at7147,Undirected,1
977at7147,8407at7147,Undirected,85
977at7147,2273at7147,Undirected,2
11012at7147,3786at7147,Undirected,2
11012at7147,8997at7147,Undirected,1
11012at7147,10627at7147,Undirected,1
11012at7147,824at7147,Undirected,6
11012at7147,51456at7147,Undirected,1
11012at7147,57194at7147,Undirected,1
11012at7147,7900at7147,Undirected,1
11012at7147,15557at7147,Undirected,77
11012at7147,55637at7147,Undirected,80
11012at7147,9679at7147,Undirected,12
11012at7147,14354at7147,Undirected,4
26419at7147,38112at7147,Undirected,1
26419at7147,20724at7147,Undirected,93
26419at7147,21415at7147,Undirected,1
26419at7147,3521at7147,Undirected,1
26419at7147,57117at7147,Undirected,1
26419at7147,30510at7147,Undirected,97
26419at7147,70268at7147,Undirected,2
26419at7147,24875at7147,Undirected,2
28428at7147,48529at7147,Undirected,13
28428at7147,7772at7147,Undirected,1
28428at7147,9534at7147,Undirected,1
28428at7147,9569at7147,Undirected,1
28428at7147,21290at7147,Undirected,2
28428at7147,41233at7147,Undirected,86
28428at7147,28056at7147,Undirected,3
28428at7147,70323at7147,Undirected,2
28428at7147,15357at7147,Undirected,80
28428at7147,68993at7147,Undirected,1
56866at7147,12697at7147,Undirected,1
56866at7147,55057at7147,Undirected,28
56866at7147,15010at7147,Undirected,1
56866at7147,15751at7147,Undirected,87
56866at7147,42090at7147,Undirected,1
56866at7147,25000at7147,Undirected,1
56866at7147,4336at7147,Undirected,14
56866at7147,48535at7147,Undirected,1
56866at7147,49790at7147,Undirected,2
56866at7147,591at7147,Undirected,1
56866at7147,51667at7147,Undirected,1
56866at7147,5100at7147,Undirected,2
56866at7147,46418at7147,Undirected,1
56866at7147,14180at7147,Undirected,3
56866at7147,7171at7147,Undirected,11
56866at7147,29889at7147,Undirected,1
56866at7147,8414at7147,Undirected,1
56866at7147,39313at7147,Undirected,1
56866at7147,1967at7147,Undirected,15
56866at7147,52551at7147,Undirected,7
56866at7147,22343at7147,Undirected,3
56866at7147,41380at7147,Undirected,1
25282at7147,10927at7147,Undirected,1
25282at7147,34553at7147,Undirected,1
25282at7147,25385at7147,Undirected,1
25282at7147,70465at7147,Undirected,2
25282at7147,59387at7147,Undirected,1
25282at7147,49109at7147,Undirected,1
25282at7147,66133at7147,Undirected,75
25282at7147,9447at7147,Undirected,10
25282at7147,72435at7147,Undirected,86
65498at7147,9202at7147,Undirected,92
65498at7147,32249at7147,Undirected,1
65498at7147,13678at7147,Undirected,41
65498at7147,39646at7147,Undirected,2
65498at7147,32200at7147,Undirected,1
65498at7147,24955at7147,Undirected,1
65498at7147,15650at7147,Undirected,34
65498at7147,47829at7147,Undirected,12
65498at7147,8522at7147,Undirected,1
65498at7147,12257at7147,Undirected,1
65498at7147,57893at7147,Undirected,3
65498at7147,38010at7147,Undirected,1
73648at7147,62316at7147,Undirected,6
73648at7147,4262at7147,Undirected,93
73648at7147,39519at7147,Undirected,4
73648at7147,66841at7147,Undirected,95
10251at7147,5770at7147,Undirected,33
10251at7147,70408at7147,Undirected,8
10251at7147,17280at7147,Undirected,83
10251at7147,14886at7147,Undirected,1
10251at7147,24937at7147,Undirected,44
10251at7147,12320at7147,Undirected,1
10251at7147,62316at7147,Undirected,7
10251at7147,22821at7147,Undirected,1
10251at7147,68160at7147,Undirected,12
10251at7147,52705at7147,Undirected,1
10251at7147,9929at7147,Undirected,5
77127at7147,38358at7147,Undirected,1
77127at7147,69399at7147,Undirected,28
77127at7147,17616at7147,Undirected,7
77127at7147,43847at7147,Undirected,1
77127at7147,63838at7147,Undirected,13
77127at7147,19240at7147,Undirected,1
77127at7147,54524at7147,Undirected,3
77127at7147,55389at7147,Undirected,4
77127at7147,33382at7147,Undirected,80
77127at7147,54851at7147,Undirected,54
77127at7147,16820at7147,Undirected,2
27002at7147,37118at7147,Undirected,2
27002at7147,5100at7147,Undirected,2
27002at7147,32996at7147,Undirected,8
27002at7147,31625at7147,Undirected,98
27002at7147,28056at7147,Undirected,83
27002at7147,31040at7147,Undirected,3
17905at7147,2590at7147,Undirected,4
17905at7147,13871at7147,Undirected,2
17905at7147,43770at7147,Undirected,99
17905at7147,29529at7147,Undirected,1
17905at7147,22054at7147,Undirected,93
17905at7147,62437at7147,Undirected,2
17905at7147,15751at7147,Undirected,1
47334at7147,58805at7147,Undirected,92
47334at7147,14219at7147,Undirected,4
47334at7147,6537at7147,Undirected,97
47334at7147,6572at7147,Undirected,2
47334at7147,31776at7147,Undirected,2
47334at7147,39616at7147,Undirected,1
54362at7147,33001at7147,Undirected,17
54362at7147,54498at7147,Undirected,1
54362at7147,9017at7147,Undirected,2
54362at7147,20155at7147,Undirected,95
54362at7147,35903at7147,Undirected,67
54362at7147,13664at7147,Undirected,10
17677at7147,57140at7147,Undirected,83
17677at7147,33706at7147,Undirected,1
17677at7147,65272at7147,Undirected,2
17677at7147,556at7147,Undirected,1
17677at7147,15824at7147,Undirected,92
17677at7147,40078at7147,Undirected,1
17677at7147,53356at7147,Undirected,2
17677at7147,72866at7147,Undirected,2
17677at7147,24329at7147,Undirected,2
67729at7147,30773at7147,Undirected,3
67729at7147,27655at7147,Undirected,73
67729at7147,25975at7147,Undirected,2
67729at7147,41742at7147,Undirected,1
67729at7147,54673at7147,Undirected,1
67729at7147,36741at7147,Undirected,66
31963at7147,61689at7147,Undirected,1
31963at7147,50189at7147,Undirected,2
31963at7147,42033at7147,Undirected,38
31963at7147,18970at7147,Undirected,3
31963at7147,29644at7147,Undirected,96
31963at7147,43750at7147,Undirected,54
54158at7147,26072at7147,Undirected,1
54158at7147,69282at7147,Undirected,1
54158at7147,53397at7147,Undirected,1
54158at7147,38433at7147,Undirected,51
54158at7147,24329at7147,Undirected,1
54158at7147,17367at7147,Undirected,1
54158at7147,40519at7147,Undirected,4
54158at7147,15780at7147,Undirected,2
54158at7147,10506at7147,Undirected,9
54158at7147,19314at7147,Undirected,1
54158at7147,50634at7147,Undirected,2
54158at7147,31484at7147,Undirected,1
54158at7147,60761at7147,Undirected,3
54158at7147,70465at7147,Undirected,4
54158at7147,71155at7147,Undirected,1
54158at7147,61002at7147,Undirected,62
54158at7147,51312at7147,Undirected,12
54158at7147,45851at7147,Undirected,12
54158at7147,18494at7147,Undirected,1
54158at7147,10672at7147,Undirected,2
52235at7147,40078at7147,Undirected,1
52235at7147,13948at7147,Undirected,1
52235at7147,26459at7147,Undirected,1
52235at7147,6238at7147,Undirected,12
52235at7147,23983at7147,Undirected,1
52235at7147,3077at7147,Undirected,92
52235at7147,66305at7147,Undirected,1
52235at7147,50666at7147,Undirected,78
52235at7147,68750at7147,Undirected,1
27761at7147,13368at7147,Undirected,1
27761at7147,18233at7147,Undirected,1
27761at7147,57893at7147,Undirected,18
27761at7147,45724at7147,Undirected,10
27761at7147,19765at7147,Undirected,2
27761at7147,13374at7147,Undirected,1
27761at7147,27281at7147,Undirected,1
27761at7147,3422at7147,Undirected,9
27761at7147,8522at7147,Undirected,1
27761at7147,33250at7147,Undirected,2
27761at7147,31739at7147,Undirected,2
27761at7147,6383at7147,Undirected,2
27761at7147,44823at7147,Undirected,2
27761at7147,32996at7147,Undirected,25
27761at7147,13983at7147,Undirected,1
27761at7147,28551at7147,Undirected,1
27761at7147,14899at7147,Undirected,1
27761at7147,32249at7147,Undirected,10
27761at7147,45978at7147,Undirected,1
27761at7147,6375at7147,Undirected,1
27761at7147,72807at7147,Undirected,13
27761at7147,65247at7147,Undirected,76
27761at7147,14354at7147,Undirected,1
41421at7147,6077at7147,Undirected,49
41421at7147,56896at7147,Undirected,6
41421at7147,11870at7147,Undirected,70
41421at7147,55175at7147,Undirected,1
41421at7147,13368at7147,Undirected,1
41421at7147,52357at7147,Undirected,1
41421at7147,48878at7147,Undirected,2
41421at7147,1789at7147,Undirected,1
41421at7147,34806at7147,Undirected,1
41421at7147,33889at7147,Undirected,22
41421at7147,70493at7147,Undirected,2
41421at7147,63429at7147,Undirected,3
41421at7147,60173at7147,Undirected,4
41421at7147,42257at7147,Undirected,1
48749at7147,27655at7147,Undirected,14
48749at7147,2768at7147,Undirected,2
48749at7147,7365at7147,Undirected,76
48749at7147,21168at7147,Undirected,1
48749at7147,43860at7147,Undirected,1
48749at7147,12913at7147,Undirected,1
48749at7147,59303at7147,Undirected,1
48749at7147,15804at7147,Undirected,55
48749at7147,31425at7147,Undirected,8
48749at7147,28191at7147,Undirected,1
48749at7147,63838at7147,Undirected,2
48749at7147,63412at7147,Undirected,3
48749at7147,44741at7147,Undirected,3
19915at7147,19095at7147,Undirected,3
19915at7147,61593at7147,Undirected,1
19915at7147,2437at7147,Undirected,1
19915at7147,58016at7147,Undirected,30
19915at7147,18521at7147,Undirected,1
19915at7147,71691at7147,Undirected,9
19915at7147,23288at7147,Undirected,1
19915at7147,13511at7147,Undirected,1
