species,genome_size,contig_name,contig_rank,contig_size,contig_prop,contig_cumsum,contig_cumsum_prop
D.truncata,167897087,VNJQ01004666.1,1,3453,2.05662e-05,160167940,0.953965
D.truncata,167897087,VNJQ01006878.1,1,3450,2.05483e-05,160171390,0.953986
D.truncata,167897087,VNJQ01000472.1,1,3450,2.05483e-05,160174840,0.954006
D.truncata,167897087,VNJQ01001425.1,1,3448,2.05364e-05,160178288,0.954027
D.truncata,167897087,VNJQ01001061.1,1,3446,2.05245e-05,160181734,0.954047
D.truncata,167897087,VNJQ01000327.1,1,3446,2.05245e-05,160185180,0.954068
D.truncata,167897087,VNJQ01007131.1,1,3445,2.05185e-05,160188625,0.954088
D.truncata,167897087,VNJQ01001907.1,1,3445,2.05185e-05,160192070,0.954109
D.truncata,167897087,VNJQ01007810.1,1,3444,2.05126e-05,160195514,0.954129
D.truncata,167897087,VNJQ01007650.1,1,3443,2.05066e-05,160198957,0.95415
D.truncata,167897087,VNJQ01003768.1,1,3443,2.05066e-05,160202400,0.95417
D.truncata,167897087,VNJQ01007017.1,1,3442,2.05007e-05,160205842,0.954191
D.truncata,167897087,VNJQ01000457.1,1,3441,2.04947e-05,160209283,0.954211
D.truncata,167897087,VNJQ01003888.1,1,3440,2.04887e-05,160212723,0.954232
D.truncata,167897087,VNJQ01005706.1,1,3438,2.04768e-05,160216161,0.954252
D.truncata,167897087,VNJQ01005266.1,1,3438,2.04768e-05,160219599,0.954273
D.truncata,167897087,VNJQ01005412.1,1,3437,2.04709e-05,160223036,0.954293
D.truncata,167897087,VNJQ01003509.1,1,3435,2.0459e-05,160226471,0.954314
D.truncata,167897087,VNJQ01003332.1,1,3435,2.0459e-05,160229906,0.954334
D.truncata,167897087,VNJQ01007335.1,1,3434,2.0453e-05,160233340,0.954354
D.truncata,167897087,VNJQ01006148.1,1,3433,2.0447e-05,160236773,0.954375
D.truncata,167897087,VNJQ01005772.1,1,3433,2.0447e-05,160240206,0.954395
D.truncata,167897087,VNJQ01000743.1,1,3432,2.04411e-05,160243638,0.954416
D.truncata,167897087,VNJQ01004111.1,1,3431,2.04351e-05,160247069,0.954436
D.truncata,167897087,VNJQ01006779.1,1,3430,2.04292e-05,160250499,0.954457
D.truncata,167897087,VNJQ01002396.1,1,3430,2.04292e-05,160253929,0.954477
D.truncata,167897087,VNJQ01004141.1,1,3428,2.04173e-05,160257357,0.954498
D.truncata,167897087,VNJQ01006467.1,1,3427,2.04113e-05,160260784,0.954518
D.truncata,167897087,VNJQ01003307.1,1,3426,2.04054e-05,160264210,0.954538
D.truncata,167897087,VNJQ01001919.1,1,3423,2.03875e-05,160267633,0.954559
D.truncata,167897087,VNJQ01005050.1,1,3422,2.03815e-05,160271055,0.954579
D.truncata,167897087,VNJQ01006524.1,1,3420,2.03696e-05,160274475,0.954599
D.truncata,167897087,VNJQ01001625.1,1,3418,2.03577e-05,160277893,0.95462
D.truncata,167897087,VNJQ01005039.1,1,3417,2.03518e-05,160281310,0.95464
D.truncata,167897087,VNJQ01008123.1,1,3415,2.03398e-05,160284725,0.954661
D.truncata,167897087,VNJQ01007982.1,1,3415,2.03398e-05,160288140,0.954681
D.truncata,167897087,VNJQ01003871.1,1,3414,2.03339e-05,160291554,0.954701
D.truncata,167897087,VNJQ01005303.1,1,3413,2.03279e-05,160294967,0.954722
D.truncata,167897087,VNJQ01003175.1,1,3413,2.03279e-05,160298380,0.954742
D.truncata,167897087,VNJQ01000915.1,1,3412,2.0322e-05,160301792,0.954762
D.truncata,167897087,VNJQ01001622.1,1,3411,2.0316e-05,160305203,0.954783
D.truncata,167897087,VNJQ01003374.1,1,3409,2.03041e-05,160308612,0.954803
D.truncata,167897087,VNJQ01002752.1,1,3408,2.02981e-05,160312020,0.954823
D.truncata,167897087,VNJQ01005475.1,1,3407,2.02922e-05,160315427,0.954843
D.truncata,167897087,VNJQ01005709.1,1,3406,2.02862e-05,160318833,0.954864
D.truncata,167897087,VNJQ01008112.1,1,3405,2.02803e-05,160322238,0.954884
D.truncata,167897087,VNJQ01005209.1,1,3405,2.02803e-05,160325643,0.954904
D.truncata,167897087,VNJQ01007104.1,1,3404,2.02743e-05,160329047,0.954925
D.truncata,167897087,VNJQ01003046.1,1,3404,2.02743e-05,160332451,0.954945
D.truncata,167897087,VNJQ01000340.1,1,3404,2.02743e-05,160335855,0.954965
D.truncata,167897087,VNJQ01006311.1,1,3403,2.02684e-05,160339258,0.954985
D.truncata,167897087,VNJQ01005659.1,1,3403,2.02684e-05,160342661,0.955006
D.truncata,167897087,VNJQ01001709.1,1,3402,2.02624e-05,160346063,0.955026
D.truncata,167897087,VNJQ01000832.1,1,3402,2.02624e-05,160349465,0.955046
D.truncata,167897087,VNJQ01000478.1,1,3402,2.02624e-05,160352867,0.955066
D.truncata,167897087,VNJQ01003229.1,1,3399,2.02445e-05,160356266,0.955087
D.truncata,167897087,VNJQ01006005.1,1,3396,2.02267e-05,160359662,0.955107
D.truncata,167897087,VNJQ01005460.1,1,3393,2.02088e-05,160363055,0.955127
D.truncata,167897087,VNJQ01001218.1,1,3393,2.02088e-05,160366448,0.955147
D.truncata,167897087,VNJQ01006339.1,1,3392,2.02029e-05,160369840,0.955167
D.truncata,167897087,VNJQ01006359.1,1,3388,2.0179e-05,160373228,0.955188
D.truncata,167897087,VNJQ01005374.1,1,3387,2.01731e-05,160376615,0.955208
D.truncata,167897087,VNJQ01002898.1,1,3387,2.01731e-05,160380002,0.955228
D.truncata,167897087,VNJQ01001728.1,1,3386,2.01671e-05,160383388,0.955248
D.truncata,167897087,VNJQ01003881.1,1,3384,2.01552e-05,160386772,0.955268
D.truncata,167897087,VNJQ01003401.1,1,3384,2.01552e-05,160390156,0.955288
D.truncata,167897087,VNJQ01003508.1,1,3383,2.01492e-05,160393539,0.955309
D.truncata,167897087,VNJQ01007655.1,1,3382,2.01433e-05,160396921,0.955329
D.truncata,167897087,VNJQ01005969.1,1,3382,2.01433e-05,160400303,0.955349
D.truncata,167897087,VNJQ01003622.1,1,3379,2.01254e-05,160403682,0.955369
D.truncata,167897087,VNJQ01000850.1,1,3379,2.01254e-05,160407061,0.955389
D.truncata,167897087,VNJQ01005900.1,1,3377,2.01135e-05,160410438,0.955409
D.truncata,167897087,VNJQ01005975.1,1,3376,2.01076e-05,160413814,0.955429
D.truncata,167897087,VNJQ01006654.1,1,3375,2.01016e-05,160417189,0.95545
D.truncata,167897087,VNJQ01004423.1,1,3375,2.01016e-05,160420564,0.95547
D.truncata,167897087,VNJQ01004772.1,1,3373,2.00897e-05,160423937,0.95549
D.truncata,167897087,VNJQ01006458.1,1,3371,2.00778e-05,160427308,0.95551
D.truncata,167897087,VNJQ01006397.1,1,3371,2.00778e-05,160430679,0.95553
D.truncata,167897087,VNJQ01004844.1,1,3371,2.00778e-05,160434050,0.95555
D.truncata,167897087,VNJQ01005512.1,1,3369,2.00659e-05,160437419,0.95557
D.truncata,167897087,VNJQ01001093.1,1,3369,2.00659e-05,160440788,0.95559
D.truncata,167897087,VNJQ01007207.1,1,3368,2.00599e-05,160444156,0.95561
D.truncata,167897087,VNJQ01006332.1,1,3368,2.00599e-05,160447524,0.95563
D.truncata,167897087,VNJQ01001597.1,1,3367,2.0054e-05,160450891,0.95565
D.truncata,167897087,VNJQ01001561.1,1,3367,2.0054e-05,160454258,0.95567
D.truncata,167897087,VNJQ01000655.1,1,3367,2.0054e-05,160457625,0.95569
D.truncata,167897087,VNJQ01003662.1,1,3366,2.0048e-05,160460991,0.95571
D.truncata,167897087,VNJQ01000838.1,1,3365,2.0042e-05,160464356,0.95573
D.truncata,167897087,VNJQ01000694.1,1,3364,2.00361e-05,160467720,0.95575
D.truncata,167897087,VNJQ01003338.1,1,3363,2.00301e-05,160471083,0.955771
D.truncata,167897087,VNJQ01002226.1,1,3362,2.00242e-05,160474445,0.955791
D.truncata,167897087,VNJQ01007316.1,1,3359,2.00063e-05,160477804,0.955811
D.truncata,167897087,VNJQ01003904.1,1,3359,2.00063e-05,160481163,0.955831
D.truncata,167897087,VNJQ01005408.1,1,3358,2.00003e-05,160484521,0.955851
D.truncata,167897087,VNJQ01006530.1,1,3357,1.99944e-05,160487878,0.955871
D.truncata,167897087,VNJQ01002694.1,1,3357,1.99944e-05,160491235,0.955891
D.truncata,167897087,VNJQ01002392.1,1,3357,1.99944e-05,160494592,0.955911
D.truncata,167897087,VNJQ01001548.1,1,3357,1.99944e-05,160497949,0.955931
D.truncata,167897087,VNJQ01004466.1,1,3353,1.99706e-05,160501302,0.95595
D.truncata,167897087,VNJQ01006323.1,1,3352,1.99646e-05,160504654,0.95597
D.truncata,167897087,VNJQ01006354.1,1,3351,1.99587e-05,160508005,0.95599
D.truncata,167897087,VNJQ01004736.1,1,3351,1.99587e-05,160511356,0.95601
D.truncata,167897087,VNJQ01004112.1,1,3351,1.99587e-05,160514707,0.95603
D.truncata,167897087,VNJQ01006295.1,1,3350,1.99527e-05,160518057,0.95605
D.truncata,167897087,VNJQ01004108.1,1,3350,1.99527e-05,160521407,0.95607
D.truncata,167897087,VNJQ01008193.1,1,3349,1.99467e-05,160524756,0.95609
D.truncata,167897087,VNJQ01004010.1,1,3348,1.99408e-05,160528104,0.95611
D.truncata,167897087,VNJQ01007882.1,1,3347,1.99348e-05,160531451,0.95613
D.truncata,167897087,VNJQ01007190.1,1,3346,1.99289e-05,160534797,0.95615
D.truncata,167897087,VNJQ01006361.1,1,3346,1.99289e-05,160538143,0.95617
D.truncata,167897087,VNJQ01004529.1,1,3346,1.99289e-05,160541489,0.95619
D.truncata,167897087,VNJQ01001939.1,1,3344,1.9917e-05,160544833,0.95621
D.truncata,167897087,VNJQ01001181.1,1,3344,1.9917e-05,160548177,0.95623
D.truncata,167897087,VNJQ01003993.1,1,3343,1.9911e-05,160551520,0.95625
D.truncata,167897087,VNJQ01003354.1,1,3342,1.99051e-05,160554862,0.956269
D.truncata,167897087,VNJQ01001036.1,1,3338,1.98812e-05,160558200,0.956289
D.truncata,167897087,VNJQ01005794.1,1,3337,1.98753e-05,160561537,0.956309
D.truncata,167897087,VNJQ01007350.1,1,3336,1.98693e-05,160564873,0.956329
D.truncata,167897087,VNJQ01001735.1,1,3336,1.98693e-05,160568209,0.956349
D.truncata,167897087,VNJQ01005686.1,1,3334,1.98574e-05,160571543,0.956369
D.truncata,167897087,VNJQ01006933.1,1,3331,1.98395e-05,160574874,0.956389
D.truncata,167897087,VNJQ01006874.1,1,3330,1.98336e-05,160578204,0.956409
D.truncata,167897087,VNJQ01006294.1,1,3329,1.98276e-05,160581533,0.956428
D.truncata,167897087,VNJQ01001155.1,1,3329,1.98276e-05,160584862,0.956448
D.truncata,167897087,VNJQ01005760.1,1,3328,1.98217e-05,160588190,0.956468
D.truncata,167897087,VNJQ01005939.1,1,3327,1.98157e-05,160591517,0.956488
D.truncata,167897087,VNJQ01001359.1,1,3327,1.98157e-05,160594844,0.956508
D.truncata,167897087,VNJQ01005859.1,1,3326,1.98098e-05,160598170,0.956527
D.truncata,167897087,VNJQ01000368.1,1,3325,1.98038e-05,160601495,0.956547
D.truncata,167897087,VNJQ01004703.1,1,3324,1.97978e-05,160604819,0.956567
D.truncata,167897087,VNJQ01002479.1,1,3324,1.97978e-05,160608143,0.956587
D.truncata,167897087,VNJQ01003883.1,1,3322,1.97859e-05,160611465,0.956607
D.truncata,167897087,VNJQ01007762.1,1,3321,1.978e-05,160614786,0.956626
D.truncata,167897087,VNJQ01002532.1,1,3320,1.9774e-05,160618106,0.956646
D.truncata,167897087,VNJQ01000298.1,1,3320,1.9774e-05,160621426,0.956666
D.truncata,167897087,VNJQ01002867.1,1,3319,1.97681e-05,160624745,0.956686
D.truncata,167897087,VNJQ01000188.1,1,3319,1.97681e-05,160628064,0.956705
D.truncata,167897087,VNJQ01003111.1,1,3317,1.97561e-05,160631381,0.956725
D.truncata,167897087,VNJQ01002663.1,1,3315,1.97442e-05,160634696,0.956745
D.truncata,167897087,VNJQ01006464.1,1,3314,1.97383e-05,160638010,0.956765
D.truncata,167897087,VNJQ01003683.1,1,3314,1.97383e-05,160641324,0.956784
D.truncata,167897087,VNJQ01002693.1,1,3314,1.97383e-05,160644638,0.956804
D.truncata,167897087,VNJQ01000771.1,1,3314,1.97383e-05,160647952,0.956824
D.truncata,167897087,VNJQ01006558.1,1,3313,1.97323e-05,160651265,0.956844
D.truncata,167897087,VNJQ01003387.1,1,3313,1.97323e-05,160654578,0.956863
D.truncata,167897087,VNJQ01000741.1,1,3310,1.97145e-05,160657888,0.956883
D.truncata,167897087,VNJQ01005708.1,1,3308,1.97025e-05,160661196,0.956903
D.truncata,167897087,VNJQ01001422.1,1,3308,1.97025e-05,160664504,0.956923
D.truncata,167897087,VNJQ01002095.1,1,3305,1.96847e-05,160667809,0.956942
D.truncata,167897087,VNJQ01005168.1,1,3304,1.96787e-05,160671113,0.956962
D.truncata,167897087,VNJQ01004371.1,1,3302,1.96668e-05,160674415,0.956982
D.truncata,167897087,VNJQ01004784.1,1,3301,1.96609e-05,160677716,0.957001
D.truncata,167897087,VNJQ01008025.1,1,3300,1.96549e-05,160681016,0.957021
D.truncata,167897087,VNJQ01006904.1,1,3298,1.9643e-05,160684314,0.957041
D.truncata,167897087,VNJQ01006891.1,1,3297,1.9637e-05,160687611,0.95706
D.truncata,167897087,VNJQ01004702.1,1,3296,1.96311e-05,160690907,0.95708
D.truncata,167897087,VNJQ01003446.1,1,3295,1.96251e-05,160694202,0.957099
D.truncata,167897087,VNJQ01008074.1,1,3294,1.96192e-05,160697496,0.957119
D.truncata,167897087,VNJQ01000088.1,1,3294,1.96192e-05,160700790,0.957139
D.truncata,167897087,VNJQ01005990.1,1,3291,1.96013e-05,160704081,0.957158
D.truncata,167897087,VNJQ01004245.1,1,3290,1.95953e-05,160707371,0.957178
D.truncata,167897087,VNJQ01002822.1,1,3289,1.95894e-05,160710660,0.957197
D.truncata,167897087,VNJQ01008082.1,1,3287,1.95775e-05,160713947,0.957217
D.truncata,167897087,VNJQ01005196.1,1,3287,1.95775e-05,160717234,0.957237
D.truncata,167897087,VNJQ01004441.1,1,3285,1.95656e-05,160720519,0.957256
D.truncata,167897087,VNJQ01005461.1,1,3284,1.95596e-05,160723803,0.957276
D.truncata,167897087,VNJQ01002205.1,1,3284,1.95596e-05,160727087,0.957295
D.truncata,167897087,VNJQ01001063.1,1,3283,1.95536e-05,160730370,0.957315
D.truncata,167897087,VNJQ01003818.1,1,3282,1.95477e-05,160733652,0.957334
D.truncata,167897087,VNJQ01005845.1,1,3281,1.95417e-05,160736933,0.957354
D.truncata,167897087,VNJQ01004434.1,1,3281,1.95417e-05,160740214,0.957373
D.truncata,167897087,VNJQ01005771.1,1,3278,1.95239e-05,160743492,0.957393
D.truncata,167897087,VNJQ01001403.1,1,3278,1.95239e-05,160746770,0.957413
D.truncata,167897087,VNJQ01005387.1,1,3276,1.9512e-05,160750046,0.957432
D.truncata,167897087,VNJQ01007248.1,1,3275,1.9506e-05,160753321,0.957452
D.truncata,167897087,VNJQ01002594.1,1,3275,1.9506e-05,160756596,0.957471
D.truncata,167897087,VNJQ01002074.1,1,3275,1.9506e-05,160759871,0.957491
D.truncata,167897087,VNJQ01000601.1,1,3275,1.9506e-05,160763146,0.95751
D.truncata,167897087,VNJQ01002381.1,1,3273,1.94941e-05,160766419,0.95753
D.truncata,167897087,VNJQ01006900.1,1,3270,1.94762e-05,160769689,0.957549
D.truncata,167897087,VNJQ01006678.1,1,3268,1.94643e-05,160772957,0.957568
D.truncata,167897087,VNJQ01000142.1,1,3267,1.94583e-05,160776224,0.957588
D.truncata,167897087,VNJQ01004353.1,1,3266,1.94524e-05,160779490,0.957607
D.truncata,167897087,VNJQ01002617.1,1,3266,1.94524e-05,160782756,0.957627
D.truncata,167897087,VNJQ01005765.1,1,3265,1.94464e-05,160786021,0.957646
D.truncata,167897087,VNJQ01006628.1,1,3264,1.94405e-05,160789285,0.957666
D.truncata,167897087,VNJQ01000780.1,1,3264,1.94405e-05,160792549,0.957685
D.truncata,167897087,VNJQ01005177.1,1,3262,1.94286e-05,160795811,0.957705
D.truncata,167897087,VNJQ01004291.1,1,3262,1.94286e-05,160799073,0.957724
D.truncata,167897087,VNJQ01005899.1,1,3261,1.94226e-05,160802334,0.957743
D.truncata,167897087,VNJQ01002361.1,1,3261,1.94226e-05,160805595,0.957763
D.truncata,167897087,VNJQ01005704.1,1,3260,1.94167e-05,160808855,0.957782
D.truncata,167897087,VNJQ01002579.1,1,3260,1.94167e-05,160812115,0.957802
D.truncata,167897087,VNJQ01004252.1,1,3257,1.93988e-05,160815372,0.957821
D.truncata,167897087,VNJQ01004744.1,1,3255,1.93869e-05,160818627,0.95784
D.truncata,167897087,VNJQ01002256.1,1,3254,1.93809e-05,160821881,0.95786
D.truncata,167897087,VNJQ01000480.1,1,3254,1.93809e-05,160825135,0.957879
D.truncata,167897087,VNJQ01007499.1,1,3252,1.9369e-05,160828387,0.957899
D.truncata,167897087,VNJQ01001967.1,1,3252,1.9369e-05,160831639,0.957918
D.truncata,167897087,VNJQ01007078.1,1,3251,1.93631e-05,160834890,0.957937
D.truncata,167897087,VNJQ01005784.1,1,3250,1.93571e-05,160838140,0.957957
D.truncata,167897087,VNJQ01002780.1,1,3250,1.93571e-05,160841390,0.957976
D.truncata,167897087,VNJQ01000638.1,1,3249,1.93511e-05,160844639,0.957995
D.truncata,167897087,VNJQ01006709.1,1,3248,1.93452e-05,160847887,0.958015
D.truncata,167897087,VNJQ01000174.1,1,3248,1.93452e-05,160851135,0.958034
D.truncata,167897087,VNJQ01007727.1,1,3247,1.93392e-05,160854382,0.958053
D.truncata,167897087,VNJQ01002889.1,1,3246,1.93333e-05,160857628,0.958073
D.truncata,167897087,VNJQ01001714.1,1,3246,1.93333e-05,160860874,0.958092
D.truncata,167897087,VNJQ01006287.1,1,3245,1.93273e-05,160864119,0.958111
D.truncata,167897087,VNJQ01005194.1,1,3245,1.93273e-05,160867364,0.958131
D.truncata,167897087,VNJQ01001238.1,1,3242,1.93094e-05,160870606,0.95815
D.truncata,167897087,VNJQ01006218.1,1,3241,1.93035e-05,160873847,0.958169
D.truncata,167897087,VNJQ01005350.1,1,3240,1.92975e-05,160877087,0.958189
D.truncata,167897087,VNJQ01002498.1,1,3240,1.92975e-05,160880327,0.958208
D.truncata,167897087,VNJQ01005703.1,1,3238,1.92856e-05,160883565,0.958227
D.truncata,167897087,VNJQ01002397.1,1,3237,1.92797e-05,160886802,0.958247
D.truncata,167897087,VNJQ01006246.1,1,3235,1.92678e-05,160890037,0.958266
D.truncata,167897087,VNJQ01001612.1,1,3235,1.92678e-05,160893272,0.958285
D.truncata,167897087,VNJQ01005543.1,1,3234,1.92618e-05,160896506,0.958304
D.truncata,167897087,VNJQ01004217.1,1,3234,1.92618e-05,160899740,0.958324
D.truncata,167897087,VNJQ01003800.1,1,3234,1.92618e-05,160902974,0.958343
D.truncata,167897087,VNJQ01005843.1,1,3233,1.92558e-05,160906207,0.958362
D.truncata,167897087,VNJQ01006051.1,1,3232,1.92499e-05,160909439,0.958381
D.truncata,167897087,VNJQ01002641.1,1,3232,1.92499e-05,160912671,0.958401
D.truncata,167897087,VNJQ01002177.1,1,3232,1.92499e-05,160915903,0.95842
D.truncata,167897087,VNJQ01001999.1,1,3232,1.92499e-05,160919135,0.958439
D.truncata,167897087,VNJQ01006333.1,1,3231,1.92439e-05,160922366,0.958458
D.truncata,167897087,VNJQ01007305.1,1,3230,1.9238e-05,160925596,0.958478
D.truncata,167897087,VNJQ01006910.1,1,3230,1.9238e-05,160928826,0.958497
D.truncata,167897087,VNJQ01008030.1,1,3229,1.9232e-05,160932055,0.958516
D.truncata,167897087,VNJQ01006716.1,1,3229,1.9232e-05,160935284,0.958535
D.truncata,167897087,VNJQ01007311.1,1,3228,1.92261e-05,160938512,0.958555
D.truncata,167897087,VNJQ01006912.1,1,3228,1.92261e-05,160941740,0.958574
D.truncata,167897087,VNJQ01004180.1,1,3226,1.92142e-05,160944966,0.958593
D.truncata,167897087,VNJQ01000137.1,1,3225,1.92082e-05,160948191,0.958612
D.truncata,167897087,VNJQ01007436.1,1,3224,1.92022e-05,160951415,0.958631
D.truncata,167897087,VNJQ01005747.1,1,3223,1.91963e-05,160954638,0.958651
D.truncata,167897087,VNJQ01005922.1,1,3222,1.91903e-05,160957860,0.95867
D.truncata,167897087,VNJQ01002937.1,1,3221,1.91844e-05,160961081,0.958689
D.truncata,167897087,VNJQ01001677.1,1,3221,1.91844e-05,160964302,0.958708
D.truncata,167897087,VNJQ01005787.1,1,3220,1.91784e-05,160967522,0.958727
D.truncata,167897087,VNJQ01006756.1,1,3218,1.91665e-05,160970740,0.958746
D.truncata,167897087,VNJQ01001046.1,1,3218,1.91665e-05,160973958,0.958766
D.truncata,167897087,VNJQ01000209.1,1,3218,1.91665e-05,160977176,0.958785
D.truncata,167897087,VNJQ01002451.1,1,3217,1.91605e-05,160980393,0.958804
D.truncata,167897087,VNJQ01005029.1,1,3216,1.91546e-05,160983609,0.958823
D.truncata,167897087,VNJQ01002570.1,1,3216,1.91546e-05,160986825,0.958842
D.truncata,167897087,VNJQ01003213.1,1,3214,1.91427e-05,160990039,0.958861
D.truncata,167897087,VNJQ01007610.1,1,3212,1.91308e-05,160993251,0.958881
D.truncata,167897087,VNJQ01001486.1,1,3211,1.91248e-05,160996462,0.9589
D.truncata,167897087,VNJQ01006708.1,1,3210,1.91189e-05,160999672,0.958919
D.truncata,167897087,VNJQ01001097.1,1,3210,1.91189e-05,161002882,0.958938
D.truncata,167897087,VNJQ01004205.1,1,3209,1.91129e-05,161006091,0.958957
D.truncata,167897087,VNJQ01002583.1,1,3209,1.91129e-05,161009300,0.958976
D.truncata,167897087,VNJQ01002203.1,1,3208,1.91069e-05,161012508,0.958995
D.truncata,167897087,VNJQ01004013.1,1,3205,1.90891e-05,161015713,0.959014
D.truncata,167897087,VNJQ01002589.1,1,3205,1.90891e-05,161018918,0.959033
D.truncata,167897087,VNJQ01001047.1,1,3205,1.90891e-05,161022123,0.959053
D.truncata,167897087,VNJQ01004389.1,1,3204,1.90831e-05,161025327,0.959072
D.truncata,167897087,VNJQ01007586.1,1,3203,1.90772e-05,161028530,0.959091
D.truncata,167897087,VNJQ01000932.1,1,3203,1.90772e-05,161031733,0.95911
D.truncata,167897087,VNJQ01001831.1,1,3202,1.90712e-05,161034935,0.959129
D.truncata,167897087,VNJQ01007082.1,1,3201,1.90653e-05,161038136,0.959148
D.truncata,167897087,VNJQ01002149.1,1,3201,1.90653e-05,161041337,0.959167
D.truncata,167897087,VNJQ01007286.1,1,3200,1.90593e-05,161044537,0.959186
D.truncata,167897087,VNJQ01007795.1,1,3197,1.90414e-05,161047734,0.959205
D.truncata,167897087,VNJQ01007072.1,1,3197,1.90414e-05,161050931,0.959224
D.truncata,167897087,VNJQ01000905.1,1,3197,1.90414e-05,161054128,0.959243
D.truncata,167897087,VNJQ01006448.1,1,3193,1.90176e-05,161057321,0.959262
D.truncata,167897087,VNJQ01002344.1,1,3193,1.90176e-05,161060514,0.959281
D.truncata,167897087,VNJQ01000813.1,1,3193,1.90176e-05,161063707,0.9593
D.truncata,167897087,VNJQ01002168.1,1,3191,1.90057e-05,161066898,0.959319
D.truncata,167897087,VNJQ01005179.1,1,3185,1.897e-05,161070083,0.959338
D.truncata,167897087,VNJQ01003044.1,1,3183,1.8958e-05,161073266,0.959357
D.truncata,167897087,VNJQ01005230.1,1,3182,1.89521e-05,161076448,0.959376
D.truncata,167897087,VNJQ01004314.1,1,3182,1.89521e-05,161079630,0.959395
D.truncata,167897087,VNJQ01006254.1,1,3181,1.89461e-05,161082811,0.959414
D.truncata,167897087,VNJQ01002150.1,1,3181,1.89461e-05,161085992,0.959433
D.truncata,167897087,VNJQ01007433.1,1,3180,1.89402e-05,161089172,0.959452
D.truncata,167897087,VNJQ01003994.1,1,3180,1.89402e-05,161092352,0.959471
D.truncata,167897087,VNJQ01002632.1,1,3179,1.89342e-05,161095531,0.95949
D.truncata,167897087,VNJQ01004770.1,1,3178,1.89283e-05,161098709,0.959509
D.truncata,167897087,VNJQ01001834.1,1,3177,1.89223e-05,161101886,0.959528
D.truncata,167897087,VNJQ01002904.1,1,3173,1.88985e-05,161105059,0.959546
D.truncata,167897087,VNJQ01003574.1,1,3170,1.88806e-05,161108229,0.959565
D.truncata,167897087,VNJQ01006364.1,1,3168,1.88687e-05,161111397,0.959584
D.truncata,167897087,VNJQ01005495.1,1,3168,1.88687e-05,161114565,0.959603
D.truncata,167897087,VNJQ01003435.1,1,3168,1.88687e-05,161117733,0.959622
D.truncata,167897087,VNJQ01000144.1,1,3168,1.88687e-05,161120901,0.959641
D.truncata,167897087,VNJQ01006632.1,1,3167,1.88627e-05,161124068,0.95966
D.truncata,167897087,VNJQ01000607.1,1,3167,1.88627e-05,161127235,0.959679
D.truncata,167897087,VNJQ01000484.1,1,3167,1.88627e-05,161130402,0.959697
D.truncata,167897087,VNJQ01007856.1,1,3166,1.88568e-05,161133568,0.959716
D.truncata,167897087,VNJQ01003523.1,1,3165,1.88508e-05,161136733,0.959735
D.truncata,167897087,VNJQ01007889.1,1,3164,1.88449e-05,161139897,0.959754
D.truncata,167897087,VNJQ01002497.1,1,3164,1.88449e-05,161143061,0.959773
D.truncata,167897087,VNJQ01005340.1,1,3163,1.88389e-05,161146224,0.959792
D.truncata,167897087,VNJQ01006007.1,1,3161,1.8827e-05,161149385,0.95981
D.truncata,167897087,VNJQ01002620.1,1,3161,1.8827e-05,161152546,0.959829
D.truncata,167897087,VNJQ01001899.1,1,3161,1.8827e-05,161155707,0.959848
D.truncata,167897087,VNJQ01003448.1,1,3158,1.88091e-05,161158865,0.959867
D.truncata,167897087,VNJQ01002846.1,1,3158,1.88091e-05,161162023,0.959886
D.truncata,167897087,VNJQ01005741.1,1,3153,1.87794e-05,161165176,0.959905
D.truncata,167897087,VNJQ01004556.1,1,3153,1.87794e-05,161168329,0.959923
D.truncata,167897087,VNJQ01005832.1,1,3150,1.87615e-05,161171479,0.959942
D.truncata,167897087,VNJQ01001133.1,1,3148,1.87496e-05,161174627,0.959961
D.truncata,167897087,VNJQ01005733.1,1,3147,1.87436e-05,161177774,0.95998
D.truncata,167897087,VNJQ01000005.1,1,3147,1.87436e-05,161180921,0.959998
D.truncata,167897087,VNJQ01001621.1,1,3146,1.87377e-05,161184067,0.960017
D.truncata,167897087,VNJQ01007542.1,1,3145,1.87317e-05,161187212,0.960036
D.truncata,167897087,VNJQ01006105.1,1,3144,1.87258e-05,161190356,0.960055
D.truncata,167897087,VNJQ01002296.1,1,3144,1.87258e-05,161193500,0.960073
D.truncata,167897087,VNJQ01002104.1,1,3144,1.87258e-05,161196644,0.960092
D.truncata,167897087,VNJQ01004531.1,1,3143,1.87198e-05,161199787,0.960111
D.truncata,167897087,VNJQ01004302.1,1,3143,1.87198e-05,161202930,0.960129
D.truncata,167897087,VNJQ01001767.1,1,3143,1.87198e-05,161206073,0.960148
D.truncata,167897087,VNJQ01006292.1,1,3141,1.87079e-05,161209214,0.960167
D.truncata,167897087,VNJQ01005891.1,1,3141,1.87079e-05,161212355,0.960186
D.truncata,167897087,VNJQ01005653.1,1,3141,1.87079e-05,161215496,0.960204
D.truncata,167897087,VNJQ01001304.1,1,3141,1.87079e-05,161218637,0.960223
D.truncata,167897087,VNJQ01001512.1,1,3140,1.87019e-05,161221777,0.960242
D.truncata,167897087,VNJQ01004799.1,1,3139,1.8696e-05,161224916,0.96026
D.truncata,167897087,VNJQ01004038.1,1,3138,1.869e-05,161228054,0.960279
D.truncata,167897087,VNJQ01004848.1,1,3137,1.86841e-05,161231191,0.960298
